age,income,credit_score,loan_amount,employment_years,region,product_type,missing_feature,duplicate_prone,id_col,target,post_event_score
52,24179.561804784706,522,40060.37486690826,4.142149382995816,east,A,,1,452,1,0.8979338692015157
46,41953.05283821897,680,36531.0379370124,4.083370887573558,north,A,9.290824905497283,1,453,0,0.0
42,40494.680237920096,603,13160.856137013963,6.567522720007911,west,A,5.255608943872971,1,454,0,0.0
44,46639.23940648272,668,42477.35775887878,0.34328567165412915,north,A,8.9285702544612,5,455,0,0.011989487770943323
36,15917.242993462227,665,25780.49618083527,2.2039145198210424,east,A,,1,456,0,0.0970909110200725
43,48624.776074302,688,29473.526835546963,0.4083771110576856,west,A,13.15135518434132,1,457,1,1.0
40,65415.94662720662,699,48713.168909456006,14.253637171725194,north,A,6.594442776213381,5,458,0,0.0
65,74342.61871046294,615,34548.151438368455,3.6199419000107103,west,A,,4,459,0,0.0
45,21583.30778124291,668,31485.341526114982,8.328010996005592,west,A,12.2199392862114,3,460,0,0.013114393093545685
26,37979.10861141267,673,5754.324756369545,1.1101759818749444,east,A,12.713526314927925,1,461,0,0.004649737983934857
37,37186.49208538197,407,13964.66757922728,0.531372125435033,south,A,8.510034122548717,2,462,0,0.0812227761156292
39,52185.82141288475,714,6195.443947247199,4.035598677006802,north,B,8.735828354382178,3,463,1,1.0
54,31703.4129818532,664,19999.05915722673,4.007257050203242,east,B,11.232470793106625,3,464,0,0.04650577368888584
46,75233.94873090021,706,20502.875886229573,2.7153766539988995,north,A,,3,465,0,0.0
46,50652.837075286094,521,28864.85316763298,4.9726605158033514,east,A,,1,466,0,0.0549560518275439
62,48152.805660511825,618,36039.58011466327,1.6937159757563247,north,A,9.438533198298575,5,467,0,0.0
65,73890.70600674166,540,13070.532735334093,14.4158663774453,south,A,13.099781132258252,4,468,1,1.0
51,49759.285638749774,724,32074.44893643841,1.3761535050817433,east,A,9.128539823666522,2,469,0,0.0
38,56004.55109748033,509,46263.93235380081,6.350050766590301,north,C,10.20187358347031,5,470,0,0.0
38,38738.025900619265,557,13325.353527164356,15.634913503378918,west,B,,2,471,0,0.029661835030743707
22,29442.469024184247,703,34658.96136194137,2.049235953216326,east,A,,1,472,0,0.0698771809307193
59,40844.57552743654,587,7051.511356335832,6.355947000749018,north,A,8.846303053703375,5,473,0,0.0
38,82804.63758417236,557,28901.64354310059,1.5163532736275243,west,A,9.966326552533149,1,474,0,0.07813808751217304
41,59495.31422430434,740,38369.26656976008,10.609736251329101,east,C,13.644110442685685,1,475,0,0.0
37,54118.02255666575,744,6531.880153556435,0.9729590481071596,west,A,6.955601449617143,4,476,0,0.0
32,35354.39914722201,722,20014.942601414048,4.832379251311565,east,B,12.055162141107644,2,477,0,0.0
65,63668.76201475769,734,44508.06434263952,8.880072573645041,east,A,7.963368935277483,1,478,0,0.0
41,29634.600885293126,626,15146.590811001739,2.950995090823348,south,B,10.204944734206313,1,479,0,0.0
64,26494.153254764282,629,37529.354947806336,7.619587243827896,north,A,,1,480,0,0.006683885940911159
38,41616.69315677531,585,32550.722326737265,20.92138688661852,north,A,8.083976798597542,5,481,0,0.0
35,79317.36367942172,666,12365.944968177271,1.4833222071134449,south,A,8.03379614468345,4,482,0,0.0
50,78468.41348588918,597,38376.83812918241,9.281402922923572,south,A,10.552828728507508,5,483,0,0.01392125351751855
57,43231.446076241846,606,28943.644686448897,21.43479272005892,west,A,11.991078656325364,4,484,0,0.0
58,39887.01472703024,709,10041.161032682743,3.8499932067229308,east,A,9.740527593622993,3,485,0,0.0
40,25394.5693916033,768,47721.713146937145,0.6308971726318171,south,A,10.140226317466432,2,486,0,0.0
51,51170.460882801264,689,27138.291311459037,3.0956125050945635,east,A,,5,487,0,0.0
36,52430.19127982179,829,38528.63756613514,0.49302637874820193,east,B,8.05676245397408,5,488,0,0.0381851087336852
43,61843.34381295368,579,14796.511948658099,9.948544127489708,west,A,11.479385016825846,3,489,0,0.08538972204210069
39,63660.612699877456,466,11173.244423195847,7.24018162414876,south,A,,1,490,0,0.053228599753695816
37,47038.6712350305,721,38358.80492584634,2.5909717620783157,north,A,15.207252597500819,4,491,0,0.016585804093065825
43,58340.41812139377,572,35322.08803512719,1.012824824804579,north,A,,2,492,0,0.0
32,39490.41698230196,622,17334.845946675163,16.967365942471204,north,A,,2,493,0,0.0
55,58055.63800041028,473,38582.7545982072,2.281992465554701,east,C,11.53793174314749,4,494,0,0.052851063023366444
37,42391.518827231615,560,27724.651745832616,10.233333930258283,west,A,11.638208337824278,5,495,0,0.0
54,56891.87773950407,499,20686.87654913328,7.828059039067531,east,A,8.929825693246576,4,496,0,0.0
33,55677.51987928048,606,40410.131786584716,12.067878518218379,west,B,9.193674646139902,1,497,0,0.036705795987213324
37,51032.05438542597,610,32755.22363939936,4.984091225335542,east,A,11.082261676436081,4,498,0,0.0
32,61918.09577239031,658,27827.076468739844,7.725897083994429,west,A,8.344831518530677,5,499,0,0.021169414212276833
31,26444.013929589717,773,39789.81935379334,2.66104368249505,south,A,9.17893202396997,4,500,0,0.01884946353828448
34,34026.2567266859,717,29517.27619127042,6.447894298705384,south,B,10.179185534736868,2,501,0,0.0
33,45949.104896704484,487,47234.04948201149,16.084028988698392,west,C,,4,502,1,1.0
32,28351.049184900156,710,41812.50617543648,2.8195618630105246,east,C,8.790802767640919,2,503,1,0.969127736599924
42,43897.03228167942,661,21118.440773308863,0.7414713221678344,south,A,,5,504,0,0.020804933794176656
50,44380.545573836745,640,25921.366274581633,0.4653787231351113,west,A,6.166805064963578,5,505,0,0.03348943429456318
50,69645.25680000041,647,48079.98809129248,12.997708312833776,west,B,7.481173866587733,3,506,0,0.01994694668865754
28,52138.005534371936,670,45284.19776572625,20.57234702624202,south,A,7.3736645636001255,1,507,0,0.0036296162121548198
39,65441.44364095817,580,13603.349193544016,11.15073325183316,east,A,9.690778482760182,3,508,1,1.0
38,54525.12078214577,631,17343.672477050695,2.777626769086241,south,C,7.62223969280479,1,509,0,0.0
62,41964.990931519016,768,21398.923371288744,2.873049613618316,south,A,,4,510,0,0.0
39,52005.752116197684,579,44593.20662647567,3.0244145731862506,west,A,8.4518282300359,4,511,0,0.0
41,60941.395008982596,547,46733.77903528689,12.304937256293655,east,B,9.118984278304014,2,512,1,1.0
29,67901.01989663871,643,41105.310836116965,8.808585683852172,north,A,,5,513,0,0.034161907799072015
34,48015.3490559835,536,17406.880072711796,4.901504662624661,east,C,11.323895178861033,4,514,0,0.034020067505993505
29,25287.34034220584,477,44917.91629858542,1.7333043156372794,east,A,10.032258830552008,5,515,0,0.08567457778819909
43,24232.966138671472,615,6479.650667331432,1.5004548343364932,east,A,,2,516,0,0.0
63,45103.8108482467,794,24026.156640073314,11.194029898389555,south,B,9.133534686753958,1,517,0,0.0
34,14931.477482780407,646,21993.28845492819,0.851776676125542,east,B,10.6554929399039,3,518,0,0.0
39,76926.56698605246,667,29085.78226570582,2.3153896710010327,west,C,,2,519,0,0.0
33,58953.998470996,436,30228.8250755673,3.9235045628991925,north,A,8.184764987798799,4,520,1,0.9238208439576996
36,40464.99485754133,693,15143.201907955652,3.628893454687746,east,A,10.072961511228463,3,521,1,1.0
43,33355.28608986807,659,14205.006625359028,11.295380131512545,west,A,5.936760862673946,4,522,0,0.0
65,65421.78643964165,583,41160.49663064698,0.31967701782967006,south,A,10.423427568341195,1,523,0,0.0
62,33295.442665234914,668,8428.85590279296,12.191826104250461,south,C,,1,524,0,0.0
65,34726.59854598421,667,27197.871973792044,2.362349374829232,north,C,9.43986274623825,5,525,0,0.0
54,38510.81089959962,544,13624.088296895552,6.957245509484382,north,A,13.63305399228021,3,526,0,0.04428261788980335
39,51711.31121861488,683,19380.525130443995,10.144814609815331,south,C,,1,527,1,1.0
38,59311.96158721097,769,17478.248862740365,0.7957569594607272,west,A,10.434880830606522,5,528,1,0.96007656604139
34,67890.08350123494,627,36883.50016762418,0.8983912159528411,north,B,,1,529,0,0.04858165048715397
24,65674.56948420053,563,25520.927148254723,15.217993606666774,north,A,9.799404665113183,5,530,0,0.036439569241939106
39,50011.60563852113,632,18474.882550074668,5.233635201409928,west,B,,2,531,0,0.0
63,65307.82960634501,735,42410.83990910923,4.333836297943702,west,B,10.214210060018944,3,532,0,0.012613332233001635
63,39935.0057903546,527,8860.781358086091,1.3654947445001575,north,A,11.6959174869274,2,533,0,0.0
65,22687.009783070505,707,39486.22904631381,1.0352169770877848,south,B,12.755472472549489,1,534,0,0.0
44,39933.03392434238,582,16174.074105513402,3.1129963449629807,south,A,9.995499510991685,3,535,0,0.0934757330656255
31,37906.09228585569,674,46310.865018205215,10.926384651561353,south,B,11.630632144343267,2,536,0,0.0062135694225894005
49,40520.193923012346,593,5250.158841629698,8.108907566045184,north,A,8.596466107466435,3,537,0,0.0
65,35609.37906137166,593,30049.85018117027,1.1178596014078215,north,A,11.531910905452467,3,538,0,0.0042475612647810196
65,43083.35633630432,802,33001.92428124172,5.975259199326669,east,B,8.476016952346018,4,539,0,0.04371201314146469
37,59300.25821140367,509,30978.514969110518,0.3856165307391899,north,B,12.181319872176264,1,540,1,0.9649197762023278
31,75728.85653993857,698,41675.68814895556,11.18369405091888,east,C,14.42128175478648,2,541,1,0.9734575015279499
31,24119.802886114652,823,10047.380363771505,4.283891487808647,north,A,,5,542,0,0.03283357290731639
35,30683.980596488836,718,23700.02019316629,0.895143562457489,north,A,5.614913018385183,5,543,1,0.9241805354754815
36,38128.30611907749,516,43868.15478589881,5.298944940214868,north,A,8.903854133510354,3,544,1,1.0
38,61486.12816154889,521,44993.087983804595,2.955674956515419,south,B,,2,545,0,0.0
51,46925.78835540426,574,27425.49814574445,4.820484500524219,south,C,,3,546,0,0.0
38,39138.36165344566,665,30108.51022415359,13.050939709349418,south,B,10.497827197350059,4,547,0,0.0
42,60750.99511558132,672,39375.87982204553,10.563661995688973,south,A,12.017336711909678,2,548,0,0.0
29,64345.85399512953,522,40082.46774343887,10.212363700069083,west,B,,5,549,0,0.06488334293024765
34,49718.600608645545,562,44963.65847776374,11.56228219636724,south,A,12.435450374902272,1,550,0,0.05222289369173604
34,37756.711600691844,568,42973.582963236935,2.726708804107158,west,C,11.838847353293971,4,551,0,0.05756611498890523
28,54054.193508530894,631,23649.049078893244,23.942150328051426,north,A,13.043400905473918,3,552,0,0.0
38,46500.9768732115,848,34238.89969122455,3.3191827546089083,south,A,10.717592167812509,3,553,0,0.0
29,46384.80134321809,556,26745.586603778032,29.745130596633146,north,A,11.81051880298791,3,554,1,1.0
37,42313.99672097246,552,10308.265988905929,2.640882722212572,south,B,9.385745853828428,1,555,0,0.035765874508967406
43,63874.748709831336,536,41975.64140022782,1.4141625607573574,north,A,8.797078376881988,2,556,0,0.0
63,53748.20339490191,713,32079.358836522802,4.355252776622308,north,A,13.413535280837946,2,557,0,0.0
33,65535.513228344455,645,7610.2341712660655,0.00850088465812763,north,B,10.432409352645376,4,558,0,0.0
43,70044.89218217188,560,35459.07255540376,5.17015423824311,north,C,,3,559,0,0.08291226452907706
35,56884.71153299961,613,17739.54661536958,11.495829010202618,south,A,,3,560,0,0.0
28,42402.84327672272,570,8116.934392250633,0.28788434143974745,east,A,8.826968698160071,3,561,0,0.001564615180638245
63,65604.89348329676,679,32296.501160764008,11.205955443021626,north,A,10.021965785164802,3,562,0,0.004182230111131366
44,56984.970534175314,850,37949.38943581596,5.063930115496172,east,A,12.871988035535429,1,563,1,1.0
48,89050.51665211459,705,28277.793244467142,2.774358229910124,south,A,11.110480148558848,5,564,0,0.0
65,54651.543327420295,640,5254.17231065416,16.011429174694868,south,A,6.577053680539082,5,565,0,0.05841304171130769
37,60465.32058521126,583,30959.72316241715,0.16703353023985934,west,A,9.56951108684769,2,566,0,0.0
30,54356.35836944047,515,5297.408389308198,5.809861123119144,south,A,13.564587585409424,4,567,0,0.058286012888886185
33,48513.52112197823,723,46688.37355837031,3.809464067230345,south,A,,2,568,0,0.0
30,46118.1267561865,717,17028.73209762734,5.9748686947719944,north,A,6.399042616531639,1,569,0,0.0
58,54413.6576698785,603,44195.29715736609,12.434519105794621,north,A,13.786097770845087,5,570,0,0.0812718610851447
65,57817.63627720783,771,5544.917987759175,7.8522357914221805,west,A,11.364785019625586,2,571,0,0.034862805412282746
43,67315.81849466637,652,9374.742972147662,1.3784754870479543,east,A,,2,572,1,1.0
51,54632.75837455646,727,25313.373707119565,1.4272577434141371,south,A,9.257164527835863,3,573,0,0.0
55,43056.66236862157,679,39137.332057370106,6.6006789111712365,south,B,12.16470385958347,3,574,0,0.0
65,45097.19005101525,632,47415.27652252865,5.919958915104309,east,B,8.916033199547615,2,575,1,1.0
65,30155.94585645229,554,28449.266682579342,1.3588727241181677,north,A,,5,576,0,0.023616974562849048
27,74918.20765358464,635,20995.732114996827,15.457951231358361,west,B,11.084390571448512,2,577,1,1.0
36,41882.39579718727,734,7004.9542962731475,13.458536557233797,west,B,10.4893638509747,3,578,0,0.0036896906240370467
42,64511.6069020686,599,31266.926228242024,0.06295918885626824,east,A,10.29102961067119,4,579,1,0.9859134257993257
35,54148.262861638,693,22101.969402434017,1.3582614224233092,east,A,,5,580,0,0.03833308152377158
39,54555.9774625911,541,45911.006810376835,2.543532185102822,north,A,12.09128024041853,3,581,0,0.012967651722798484
47,48238.28187091495,728,26602.66502780003,3.721260178173364,west,A,8.26931433579633,3,582,0,0.0
25,38183.0166705999,681,39445.11424083992,2.429509424903812,east,A,6.756149746339581,5,583,0,0.0
47,35471.96899262037,529,43169.47376967031,1.570913506021448,west,A,11.22888024578495,3,584,0,0.047695414865978794
54,75926.98083207406,627,9422.492525498943,1.0306017531030955,west,C,11.262476656134295,2,585,1,1.0
42,51709.41618255869,743,24838.083849031016,5.941540940426183,east,A,10.960482305023532,1,586,0,0.0
24,66879.01619281476,524,45217.284395554045,8.396507735495097,south,A,,2,587,0,0.05896263670640255
38,70773.60406467877,542,24100.48842438612,5.286467098506858,east,C,9.358919243324904,1,588,0,0.012190624953331225
46,43837.29604851179,643,30431.942463532345,1.206685993337956,east,A,11.57496540877105,2,589,0,0.013169941954753845
56,56352.58648891767,850,44289.677628448146,7.09592850021234,south,A,,3,590,0,0.044194778812241764
53,50675.16163237022,582,15466.711401040671,0.12239760208028513,east,C,,3,591,1,1.0
41,32641.792954746667,699,45256.17482705585,25.355847118522714,west,A,,1,592,0,0.014683723956542251
35,47217.80036143616,676,22866.278953532692,11.047833364584319,north,A,,3,593,0,0.0
41,58812.59885358841,591,31686.49978965793,1.6401079965322087,east,A,6.5300478359091345,3,594,0,0.09918320771172646
27,42514.56117483713,666,19761.776692963394,0.4172438588161764,west,A,,1,595,0,0.0
36,45127.35206942208,605,28720.35741918155,2.443491029090799,south,B,6.641779144752565,2,596,0,0.037298591949704
59,47399.49716921532,614,7217.861136012613,5.8707091421281135,south,A,9.783533323354053,4,597,0,0.0
41,81672.93996965155,483,7936.698885744352,7.145910565480947,north,B,9.132745029691625,1,598,0,0.022735681373158553
46,22489.26594343341,647,23662.524287191347,1.7254168880518033,south,A,,2,599,1,1.0
29,57524.64948540888,739,20072.836554511032,5.366304613752046,east,C,10.778075180867527,3,600,0,0.0
56,46199.91384121752,655,32710.631462379868,0.5233663174833991,west,A,9.239923875615608,1,601,0,0.03009181710668321
40,40390.176372463495,759,6705.957516971281,8.908337317979704,east,C,5.801587314877512,4,602,0,0.013277864025488638
46,45831.86439265602,708,12545.09013816011,4.654530410228698,south,A,11.679136181548504,4,603,1,0.9679349252860842
49,60010.64365750134,644,14431.635235660648,4.4147076590440815,west,B,,2,604,0,0.0629049499359604
55,60867.85391030841,587,24822.12958384102,3.3054216851234637,north,B,,2,605,1,1.0
44,52790.256836521294,601,16107.564307052873,10.371269548978022,north,A,10.717912881302942,4,606,0,0.0
40,66391.1197468494,502,11194.82086134788,13.577649045562879,east,A,10.092116277154231,2,607,1,1.0
31,69032.49492650865,623,31890.815320209706,0.9116770574020907,west,A,12.656313241791594,1,608,0,0.0
29,62245.639129259216,664,38474.23900114498,2.4882973360191842,north,A,,1,609,0,0.0
43,41807.113232791715,821,35837.06300587498,0.07617365586052322,north,A,12.26713740575125,1,610,0,0.0
46,57416.62323819315,702,17428.104285238453,2.186108842975881,east,A,,5,611,0,0.03756559945099955
48,57488.009887078544,563,43450.01763651338,1.7371113210278453,east,C,10.402689706429843,5,612,0,0.0
34,37765.528495301725,506,32531.998074233103,0.46107297886120935,east,C,10.879032288582858,3,613,1,1.0
36,26458.41658918613,629,32660.00154533407,0.47689337135318477,south,A,6.3807660621655415,5,614,1,1.0
43,19658.365679381666,731,14578.180327240578,7.716792623699266,north,A,,4,615,0,0.0
37,51047.83235168227,627,15899.579930126909,2.864890195398889,south,A,14.545983651958778,3,616,0,0.09148587957281513
65,54470.595723003775,704,26363.759784714715,7.160682082145305,south,B,11.279872331601583,4,617,0,0.0
36,32273.276335213784,631,15701.946396826303,3.099232956294281,south,C,12.946826162883513,3,618,0,0.0
47,65690.48498827044,721,35963.49814184195,3.42534654789852,west,A,10.36582946025741,5,619,0,0.04280495683343446
53,52283.27223944618,490,18884.95305150912,5.105042077242006,north,A,9.853563352032356,5,620,0,0.0
54,70241.78922373029,810,11836.226928260712,0.47113659987953216,south,A,10.76254278016195,5,621,0,0.07459084131653197
37,55558.038049753864,538,11822.623419806261,7.247550222438605,north,A,,3,622,0,0.005087693826318325
49,34004.99642181273,729,10725.25004200223,0.5575296262649808,east,C,8.072449625531222,3,623,1,0.9286507462597381
47,56874.21819935223,622,24788.753553486848,0.734634182936099,west,A,,1,624,0,0.0
49,60051.66042308152,638,5136.801635643013,0.6600528894724674,west,A,12.744684685733036,4,625,1,0.9182955662242493
43,41785.64621169491,625,29406.752973613886,5.453129133976877,north,A,8.0177873688253,1,626,0,0.01914414763517713
53,28368.605040351875,675,18423.631531379768,1.6109892990984438,south,A,,3,627,0,0.0
45,51504.440964599096,695,29861.54739320966,4.675497677528922,east,A,,1,628,0,0.025104451534797418
30,34987.33047025723,755,47094.14360487125,4.04764066422159,north,A,,3,629,0,0.0
44,66813.31494591698,790,44107.14245825676,3.2063524519418474,east,A,,4,630,1,0.9762317929893953
46,43892.34979360111,683,30939.3427972305,1.0103445248427627,north,A,11.988700936248637,2,631,1,1.0
52,75869.01659739949,821,23813.16406874263,0.18749792812152283,north,C,10.165436403726378,4,632,1,1.0
43,18137.619987217462,659,36426.32019871279,3.1997106894546317,north,B,,2,633,0,0.05729014360227276
65,52021.93406217722,757,46541.26996810345,7.688082447450597,west,A,10.61882567951985,2,634,0,0.0
41,71440.8896015198,692,27029.61805727974,2.1182506408324606,east,A,11.248368544939066,1,635,0,0.0
36,36645.43526169055,595,9468.847583839339,2.430671300225333,west,C,8.333474816925508,1,636,0,0.0
62,47611.98596559447,668,39473.96901907955,3.2093808688174965,east,B,14.317318021409669,2,637,0,0.008149373777339722
40,43954.46428453934,700,5471.561925247286,3.443260603478423,west,C,10.939649846409933,1,638,0,0.0
42,39743.48536771576,646,39408.73158383032,1.515186622818582,south,A,11.425994850690198,5,639,0,0.0
46,53669.33961671422,691,8821.247174895649,3.41753242189587,west,A,6.7836283775769175,4,640,1,0.9790499745114469
45,30568.675985013444,736,9797.74584648291,11.84226895379489,north,A,8.354595953841798,2,641,0,0.014668047201360552
49,48335.46828004662,647,40176.809150518675,1.0522794842711212,east,B,12.47576737583746,5,642,1,1.0
51,57739.9135652686,355,36028.47672029324,4.689446730592767,west,A,,2,643,0,0.025315080288436015
36,46773.59432920035,817,30285.640820148707,11.553443409291802,west,A,6.172440530342148,3,644,0,0.0
31,34996.937000213366,620,41926.33367195871,20.279393239181015,south,C,12.076579857967637,4,645,0,0.0
32,65452.78097902253,567,43311.58298346935,6.344770022216826,north,C,8.912434391294553,4,646,1,1.0
59,60953.85442425275,537,25588.0515045329,3.176039770790355,east,A,12.822633971753424,1,647,0,0.0
39,34382.19243044388,616,49833.44091745418,0.35856705935956035,north,A,9.8243286427926,2,648,0,0.028457890788967672
53,30588.38652466188,593,21091.097283759827,0.026246833415289786,west,A,10.40941337204106,2,649,0,0.0
51,35721.133760092634,576,12717.84949793592,1.5557799170596578,east,A,12.357909157183297,3,650,0,0.010225970484976754
42,58179.09748230823,581,43068.939940395125,2.743986066684989,east,A,8.205014058290676,5,651,0,0.011001200247263088
33,54133.593484438185,702,23700.66258016986,16.034503386375313,south,A,8.014306384332121,3,652,1,1.0
52,61851.24068668571,850,44352.484305287646,4.028232127210012,north,C,9.607003159203785,3,653,0,0.019079185078138973
42,45107.746729240775,732,7752.485502068182,4.81471643071967,east,B,11.654345599242443,1,654,0,0.003660947653488601
31,36128.986437498395,762,9997.345017798874,5.525936208079283,south,C,7.338245494773019,3,655,1,0.9653814590069772
37,63782.69732621749,612,6812.2697550783105,1.324071263656644,south,B,,3,656,0,0.04011925774652522
29,41698.27229823254,660,32090.493213608454,0.5182609186696638,north,A,11.647441854087585,4,657,1,0.986489723979374
38,52798.22083780968,692,42433.888150242485,1.7800508067007867,south,A,,5,658,0,0.0
43,26751.127413269387,584,23119.73526239023,14.109238963679879,west,B,9.215547974159433,3,659,0,0.0
41,41452.84363515801,607,9081.295235196067,0.6950623676104992,west,A,,1,660,0,0.009574489718410694
39,65140.944814122704,735,21806.097234392906,1.894989665431813,south,B,8.642041371296036,5,661,0,0.0
43,39255.881499952135,759,20662.075955287844,2.261220623445515,north,A,9.984865406737699,3,662,1,0.9940909847445133
48,62217.55732177249,656,33956.23661438517,6.334276429539807,north,A,,3,663,0,0.0
54,15034.704557177094,530,34346.82329583502,4.951462445562277,north,A,8.457539667530723,5,664,0,0.0
56,41609.125105352214,620,9636.067276310889,6.323428592152235,north,A,13.314752240464994,3,665,0,0.06173209348577274
35,47429.68031182801,505,23907.954988648733,6.035711992277193,east,A,8.630887951640398,4,666,0,0.0
58,76138.10455013608,657,33913.153706844445,6.000290047845248,east,A,,5,667,1,1.0
42,32464.056799783222,675,16648.754413551564,0.7860981292158962,west,A,13.074715103795604,3,668,1,0.9983582339904395
38,60064.89943170635,622,23318.612893781494,23.090082689413624,south,B,10.422920304727834,5,669,0,0.029010561697623113
32,65853.97671873191,674,32616.27192402585,8.104667640175526,west,A,8.895950541976847,1,670,0,0.006391813326892761
24,39177.65529133588,691,23129.181556020583,2.086756470755565,north,A,,5,671,0,0.0
47,44397.140768409656,675,6388.743720450555,8.942248983223921,north,A,12.706147155084118,5,672,0,0.0
47,52124.43160717855,529,15017.719794327762,13.915044122031789,west,A,12.932405639251364,1,673,1,0.9737862060181105
36,27777.72549211206,624,39923.64115094857,15.762920653113468,west,A,8.366413641459488,1,674,0,0.04968599090584824
36,43173.45182207965,690,16182.68354375138,12.158007815480378,east,A,9.915132379841783,1,675,0,0.0
40,69141.68061419624,807,41797.015072907634,3.8586379583434116,east,A,,2,676,0,0.0
38,57839.82216296631,622,26010.852156582074,1.9089454441063611,east,B,8.027519778966806,5,677,1,1.0
34,47648.73065775136,705,26281.45117387751,2.003360404716485,west,B,9.888629894700012,1,678,0,0.023642822389146816
32,51696.08542754725,737,39673.229689912005,17.064780203028377,north,A,10.010645720903401,1,679,0,0.022136043841575054
58,58713.58048294658,630,22248.20808571528,11.611256482499796,north,B,12.280418957873472,3,680,0,0.0
37,61586.1522186517,764,15731.626646856692,3.604163877236548,north,A,12.414850056622402,2,681,0,0.0
47,41653.78778931347,770,9726.456952284492,3.013797155009856,south,A,9.341581203281985,4,682,0,0.026952982160651635
49,73020.81414919504,788,35235.944427594564,2.8886494141826824,north,B,9.572093712278377,4,683,0,0.07165619707698644
47,69745.22301806991,695,26147.41429067975,5.787674310067694,east,C,11.32858460411127,5,684,0,0.0
50,60158.86445529819,850,41423.309631505705,16.440768542399383,north,A,,3,685,0,0.0
47,37355.60201231163,588,25595.361885843788,1.9118499245732257,east,A,11.177280303474806,3,686,0,0.0
35,34696.641398441105,850,23666.480380167835,7.797268064465058,east,A,9.82418702526157,1,687,0,0.01970312866923653
39,45100.9430510511,726,18448.343783363176,4.776639113595691,north,A,8.061202844522759,5,688,1,0.9883428421611683
58,50911.476464666164,784,13974.2542823161,4.659937757817783,south,A,,2,689,0,0.07035968207574063
37,23472.622016614216,617,42369.66250918091,15.655168686262186,east,A,,3,690,0,0.04624853597021439
42,57420.39700317884,734,9284.511692604487,12.818443096491048,north,B,9.687157041713403,5,691,0,0.009216903310212576
48,69311.93395772707,792,45595.74755082406,7.238198491603375,east,A,,4,692,1,0.9022838550185319
64,58647.11209746316,541,6210.911805680772,2.945011813981613,west,A,,4,693,0,0.0
56,39859.20795793647,633,28501.35508544938,4.603154653548052,south,B,10.582410402262987,1,694,0,0.0
33,38083.94903899264,435,7624.785296798793,0.12085061372945573,north,A,14.785353446036483,4,695,1,0.9626692009176003
46,54497.78516261118,632,40082.320458933485,6.915945511516076,east,A,,1,696,0,0.00954106359324625
45,47700.444269927306,568,14517.3435826601,12.997578766267718,west,A,,4,697,0,0.010572104051761498
39,56645.61761383862,628,30466.5159306441,3.4603810387192437,south,A,12.573180262574466,3,698,0,0.0
42,59025.82058908452,850,46240.0746165925,10.136332949252644,west,A,8.346381789213853,3,699,0,0.04022990310305756
35,66378.35793341993,821,34216.65210255918,0.6878177038260602,west,A,9.958587271787533,4,700,0,0.0008061853163166005
40,33018.14856605717,506,13024.398423826195,7.362237970010254,south,B,,4,701,0,0.017882070675430548
37,53324.28421773968,705,40850.49959397053,1.2730952630685712,east,A,,2,702,0,0.03724131674342622
43,44547.87494058015,729,24866.58230637572,0.28453860657048585,north,B,8.098927585628516,2,703,0,0.0
38,48520.47434096958,616,5592.95322542405,2.567034824274759,east,B,9.640119824233388,3,704,1,1.0
65,62966.13279003116,667,26904.423654852577,4.104426478633368,west,A,10.899630653113068,1,705,0,0.0
44,64596.88809576865,677,41561.81047685031,3.921052213253009,west,A,7.983382227451476,2,706,0,0.07562736132834677
41,70976.6547557548,515,24348.09338751259,15.237540769229,north,B,8.599831940708222,1,707,0,0.0
40,56383.85375552402,546,39129.262271599655,3.5301620017917017,east,A,9.305234332802936,3,708,0,0.07191233034654453
38,48349.74813866308,667,36748.66480404824,1.0757916306615931,north,A,7.142369131547444,2,709,0,0.0
31,46206.82295824424,659,25561.054280222812,1.939906277975998,south,A,,2,710,0,0.12743906433027952
52,23978.674964079968,579,19547.71632614513,4.837065926325236,west,A,10.237593079805803,5,711,1,0.9524083118307951
62,70096.02567347906,570,37694.30007029703,5.698771060700989,east,A,9.200902116823142,1,712,0,0.05282933602276964
37,45171.52379321495,641,21601.328798226445,0.8787389477301744,south,A,9.45724701413655,1,713,1,0.9818802888153749
57,57588.45590004366,738,12653.919802789325,4.799643074598843,west,A,9.96019665818683,2,714,1,1.0
65,60184.94788613649,642,19438.837768759073,2.757048745160378,west,B,8.688513075135372,1,715,0,0.0
65,31320.26736424791,812,44457.76368176217,1.335295584046797,north,A,11.382125131733755,5,716,0,0.0
61,36149.80411310548,580,17752.510046182353,6.373765301850897,north,B,12.871956249603551,5,717,0,0.0
32,73205.29860583242,669,15573.224068013125,2.911589545292872,east,A,9.071239215609102,5,718,0,0.12537916480964467
32,54356.53273525316,614,11003.903182875298,6.375850229012043,west,A,10.970396462955414,4,719,0,0.003651211280750648
50,41291.21503552226,708,7483.00300554758,16.53717315219723,north,A,,1,720,1,0.8528234961033472
42,48104.794833086846,571,48951.15593898342,2.0305135476109397,east,A,10.730974690077009,3,721,0,0.015130430323245337
26,66293.55357249259,842,29154.95722672747,0.11298148012267271,west,A,13.13155906240651,1,722,0,0.034479332826491335
38,64014.717196014564,480,37834.00072793139,14.110569714304965,west,B,11.017319086036197,2,723,0,0.0
49,28008.773566405354,821,39783.805109091736,5.971868541287497,east,A,,3,724,1,0.9645822731048197
